CLAVE_ENTIDAD,ENTIDAD,CLAVE_MUNICIPIO,MUNICIPIO,CLUES,NOMBRE_CLUES,MES,ANIO,ADL02,ADL03,ADL05,ADL06,ADL08,ADL09,ADL11,ADL12,ADL14,ADL15,ADL17,ADL18,ADM02,ADM03,ADM05,ADM06,ADM08,ADM09,ADM11,ADM12,ADM14,ADM15,ADM17,ADM18,ADM19,ADM20,ADM21,ADM22,ADM23,AEC02,AEC03,AEC05,AEC06,AEC08,AEC09,AEC11,AEC12,AEC14,AEC15,AEC17,AEC18,AHA02,AHA03,AHA05,AHA06,AHA08,AHA09,AHA11,AHA12,AHA14,AHA15,AHA17,AHA18,AOB02,AOB03,AOB05,AOB06,AOB08,AOB09,AOB11,AOB12,AOB14,AOB15,AOB17,AOB18,FRS01,FRS02,FRS03,FRS04,HBA01,HBA02,HBA03,PDM02,PDM03,PMA01,PMA02,RUN01
12,GUERRERO,25,CUAUTEPEC,GRSSA003184,CENTRO DE SALUD CUAUTEPEC,5,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,12,3,4,4,2,NULL,1,9,3,3,1,2,NULL,NULL,NULL,NULL,1,3,NULL,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,2,9,NULL,4,NULL,4,NULL,4,NULL,NULL,NULL,NULL,6,4,NULL,1,2,2,NULL,1,2,1,NULL,2,4,NULL,NULL,15,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003184,CENTRO DE SALUD CUAUTEPEC,6,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,12,3,6,3,2,NULL,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,4,NULL,1,1,NULL,NULL,NULL,1,NULL,1,NULL,3,9,1,5,NULL,6,NULL,5,NULL,NULL,NULL,NULL,6,5,NULL,1,2,2,NULL,1,2,NULL,1,1,3,NULL,NULL,8,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003184,CENTRO DE SALUD CUAUTEPEC,7,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,8,3,7,4,2,NULL,3,4,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,3,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1,4,1,4,NULL,4,NULL,NULL,NULL,NULL,5,4,NULL,1,2,2,NULL,1,NULL,NULL,1,1,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003184,CENTRO DE SALUD CUAUTEPEC,8,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,4,3,3,2,1,NULL,2,4,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,1,2,1,3,NULL,2,NULL,NULL,NULL,NULL,2,3,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,2,2,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003184,CENTRO DE SALUD CUAUTEPEC,9,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,14,3,9,4,5,1,2,6,4,2,2,1,NULL,NULL,NULL,NULL,1,3,NULL,1,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,4,9,2,3,3,6,2,3,NULL,NULL,NULL,NULL,3,4,NULL,1,1,2,NULL,1,3,2,1,1,5,NULL,NULL,13,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003184,CENTRO DE SALUD CUAUTEPEC,10,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,12,3,6,4,4,1,1,4,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,3,NULL,1,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,4,9,2,3,3,6,2,3,NULL,NULL,NULL,NULL,2,4,NULL,1,NULL,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003184,CENTRO DE SALUD CUAUTEPEC,11,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,10,2,6,4,3,NULL,1,7,1,1,2,1,NULL,NULL,NULL,NULL,NULL,3,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,8,1,3,1,5,1,3,NULL,NULL,NULL,NULL,NULL,4,NULL,1,NULL,3,NULL,1,1,1,1,1,3,1,NULL,7,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003184,CENTRO DE SALUD CUAUTEPEC,12,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,2,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1,NULL,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,1,2023,NULL,NULL,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,7,2,3,10,3,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,7,1,5,8,6,1,4,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,1,NULL,NULL,NULL,2,1,NULL,1,3,NULL,3,12,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,2,2023,NULL,NULL,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,6,1,3,9,1,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,6,NULL,5,5,6,NULL,5,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,5,1,4,11,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,3,2023,NULL,NULL,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,7,2,4,7,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,5,NULL,6,5,5,NULL,6,NULL,NULL,NULL,NULL,4,NULL,1,NULL,1,NULL,1,NULL,NULL,1,NULL,2,5,NULL,1,18,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,4,2023,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,7,3,4,3,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,9,5,1,8,6,5,1,7,NULL,NULL,NULL,NULL,4,NULL,1,NULL,1,NULL,1,NULL,1,1,1,1,3,NULL,NULL,19,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,5,2023,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,7,3,4,1,2,1,NULL,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,5,1,7,6,5,1,6,NULL,NULL,NULL,NULL,3,NULL,1,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,6,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,6,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,7,2,3,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1,6,4,4,1,5,NULL,NULL,NULL,NULL,2,NULL,1,NULL,2,NULL,1,NULL,NULL,1,NULL,NULL,1,NULL,NULL,5,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,7,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,18,7,3,3,4,3,1,NULL,4,NULL,1,NULL,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1,5,5,3,1,3,1,NULL,NULL,NULL,4,NULL,1,NULL,2,NULL,1,NULL,1,2,NULL,NULL,1,NULL,NULL,20,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,8,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,7,4,1,3,5,2,NULL,3,1,1,NULL,1,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,4,1,3,6,3,1,2,NULL,NULL,NULL,NULL,4,NULL,1,NULL,1,NULL,1,NULL,2,2,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,9,2023,NULL,NULL,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,7,4,2,1,3,2,NULL,2,1,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,4,NULL,2,5,3,NULL,1,NULL,NULL,NULL,NULL,4,NULL,1,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,10,2023,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,6,4,1,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,NULL,1,3,3,NULL,1,NULL,NULL,NULL,NULL,4,NULL,1,NULL,1,NULL,1,NULL,NULL,2,NULL,NULL,1,NULL,NULL,7,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,11,2023,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,6,2,1,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,2,NULL,3,NULL,2,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,1,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003201,R-01 COACOYULICHAN,12,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,6,3,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,3,NULL,3,NULL,2,NULL,3,NULL,NULL,NULL,NULL,2,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,1,2023,NULL,NULL,NULL,NULL,3,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,9,9,6,9,3,2,2,1,5,2,2,2,NULL,NULL,NULL,NULL,2,3,1,3,1,1,1,1,NULL,NULL,NULL,NULL,10,17,9,15,10,14,7,12,NULL,NULL,NULL,NULL,6,3,1,3,3,1,NULL,2,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,2,2023,NULL,NULL,NULL,NULL,3,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,13,10,6,8,6,5,3,4,5,1,2,4,NULL,NULL,NULL,NULL,2,3,1,3,1,1,1,1,NULL,NULL,NULL,NULL,10,17,10,15,10,14,8,13,NULL,NULL,NULL,NULL,7,3,1,3,4,1,NULL,2,4,1,3,1,12,3,2,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,3,2023,NULL,NULL,NULL,NULL,1,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,10,8,3,4,5,4,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,6,11,6,10,6,9,4,9,NULL,NULL,NULL,NULL,4,3,NULL,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,4,2023,NULL,NULL,NULL,NULL,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,12,9,5,8,4,3,2,3,5,2,2,2,NULL,NULL,NULL,NULL,NULL,3,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,16,8,12,6,14,7,12,NULL,NULL,NULL,NULL,5,3,NULL,1,2,1,NULL,NULL,2,1,1,NULL,8,1,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,5,2023,NULL,NULL,NULL,NULL,4,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,13,9,5,10,7,2,4,1,1,2,NULL,2,NULL,NULL,NULL,NULL,2,3,NULL,1,1,1,NULL,1,NULL,NULL,NULL,NULL,8,17,9,12,7,16,8,11,NULL,NULL,NULL,NULL,5,3,NULL,1,1,1,NULL,NULL,7,4,2,3,15,2,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,6,2023,NULL,NULL,NULL,NULL,5,3,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,15,14,6,10,6,4,4,4,6,5,2,7,NULL,NULL,NULL,NULL,2,3,1,2,1,1,NULL,1,NULL,NULL,NULL,NULL,9,19,10,13,9,18,8,12,NULL,NULL,NULL,NULL,7,3,1,2,1,1,1,1,4,2,3,1,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,7,2023,NULL,NULL,NULL,NULL,5,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,13,14,6,9,6,5,4,4,5,4,2,5,NULL,NULL,NULL,NULL,2,2,1,2,1,NULL,NULL,1,NULL,NULL,NULL,NULL,7,17,11,13,7,16,10,11,NULL,NULL,NULL,NULL,8,2,1,2,2,1,1,1,5,2,3,NULL,9,1,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,8,2023,NULL,NULL,NULL,NULL,4,2,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,19,9,13,4,5,3,4,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,13,10,9,7,13,9,7,NULL,NULL,NULL,NULL,6,2,1,2,2,1,1,1,3,NULL,NULL,NULL,9,2,6,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,9,2023,NULL,NULL,NULL,NULL,4,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,13,15,5,5,4,9,4,5,6,5,1,4,NULL,NULL,NULL,NULL,1,3,1,2,NULL,1,1,2,NULL,NULL,NULL,NULL,8,18,13,13,8,16,13,10,NULL,NULL,NULL,NULL,6,3,2,3,2,1,1,2,NULL,NULL,1,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,10,2023,NULL,NULL,NULL,NULL,4,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,12,11,4,3,3,6,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,1,2,NULL,1,1,2,NULL,NULL,NULL,NULL,8,14,9,10,8,12,9,8,NULL,NULL,NULL,NULL,5,3,2,3,2,1,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,11,2023,NULL,NULL,NULL,NULL,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,3,7,3,3,1,3,1,5,2,2,2,3,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,4,5,3,4,4,4,NULL,NULL,NULL,NULL,5,3,NULL,NULL,1,1,NULL,NULL,2,NULL,2,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003213,R-01 COQUILLO EL,12,2023,NULL,NULL,NULL,NULL,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,3,7,3,3,1,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,4,4,3,4,4,3,NULL,NULL,NULL,NULL,5,3,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,1,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,2,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,3,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,1,1,3,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,4,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,1,1,3,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,1,NULL,2,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,NULL,NULL,9,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,5,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,1,1,3,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,1,NULL,2,NULL,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,1,2,1,NULL,6,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,6,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,1,1,3,3,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,1,NULL,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,1,3,1,NULL,7,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,7,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,1,1,2,2,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,2,NULL,NULL,5,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,8,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,1,1,2,2,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,9,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,1,1,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,1,2,NULL,NULL,7,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,10,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1,1,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,11,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,1,3,1,NULL,7,NULL,NULL,NULL,NULL
12,GUERRERO,25,CUAUTEPEC,GRSSA003225,R-01 JALAPA,12,2023,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,2,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
