CLAVE_ENTIDAD,ENTIDAD,CLAVE_MUNICIPIO,MUNICIPIO,CLUES,NOMBRE_CLUES,MES,ANIO,ADL02,ADL03,ADL05,ADL06,ADL08,ADL09,ADL11,ADL12,ADL14,ADL15,ADL17,ADL18,ADM02,ADM03,ADM05,ADM06,ADM08,ADM09,ADM11,ADM12,ADM14,ADM15,ADM17,ADM18,ADM19,ADM20,ADM21,ADM22,ADM23,AEC02,AEC03,AEC05,AEC06,AEC08,AEC09,AEC11,AEC12,AEC14,AEC15,AEC17,AEC18,AHA02,AHA03,AHA05,AHA06,AHA08,AHA09,AHA11,AHA12,AHA14,AHA15,AHA17,AHA18,AOB02,AOB03,AOB05,AOB06,AOB08,AOB09,AOB11,AOB12,AOB14,AOB15,AOB17,AOB18,FRS01,FRS02,FRS03,FRS04,HBA01,HBA02,HBA03,PDM02,PDM03,PMA01,PMA02,RUN01
12,GUERRERO,38,ZIHUATANEJO DE AZUETA,GRSSA004910,R-01 BUENA VISTA,7,2023,NULL,NULL,NULL,NULL,3,1,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,5,3,3,7,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,7,2,1,3,7,1,1,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,4,NULL,NULL,NULL,3,NULL,1,NULL,3,1,NULL,4,NULL,NULL,NULL,NULL
12,GUERRERO,38,ZIHUATANEJO DE AZUETA,GRSSA004910,R-01 BUENA VISTA,8,2023,NULL,NULL,NULL,NULL,3,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,3,3,3,5,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,5,2,NULL,2,5,1,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
12,GUERRERO,38,ZIHUATANEJO DE AZUETA,GRSSA004910,R-01 BUENA VISTA,9,2023,NULL,NULL,NULL,NULL,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,1,2,1,5,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,2,NULL,NULL,NULL,1,NULL,NULL,NULL,5,3,2,NULL,3,3,2,NULL,1,NULL,NULL,NULL,6,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,2,NULL,NULL,NULL,NULL
12,GUERRERO,38,ZIHUATANEJO DE AZUETA,GRSSA004910,R-01 BUENA VISTA,10,2023,NULL,NULL,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,1,3,1,6,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,2,NULL,NULL,NULL,1,NULL,NULL,1,6,3,2,1,3,3,2,1,2,NULL,NULL,1,8,NULL,NULL,1,4,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL
12,GUERRERO,38,ZIHUATANEJO DE AZUETA,GRSSA004910,R-01 BUENA VISTA,11,2023,1,NULL,NULL,NULL,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,2,4,NULL,4,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,4,3,1,1,4,1,1,1,NULL,NULL,NULL,10,1,1,1,4,1,NULL,NULL,2,2,2,NULL,1,NULL,NULL,6,NULL,NULL,NULL,NULL
12,GUERRERO,38,ZIHUATANEJO DE AZUETA,GRSSA004910,R-01 BUENA VISTA,12,2023,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,3,3,NULL,3,1,1,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,2,1,NULL,4,NULL,1,NULL,NULL,NULL,NULL,7,1,1,1,2,1,NULL,NULL,NULL,2,1,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,1,2023,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,31,12,10,6,5,8,3,1,5,2,NULL,NULL,3,NULL,NULL,NULL,NULL,5,1,1,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,17,8,11,13,7,1,2,1,1,NULL,NULL,NULL,15,3,3,5,2,1,1,1,6,3,2,4,1,NULL,1,32,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,2,2023,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,34,17,11,6,5,8,5,2,4,3,NULL,1,3,NULL,NULL,NULL,NULL,5,2,2,1,NULL,1,2,NULL,NULL,NULL,NULL,NULL,19,9,12,12,9,2,NULL,4,NULL,NULL,NULL,NULL,15,4,4,4,1,1,2,1,11,6,3,5,1,NULL,NULL,51,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,3,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,16,12,7,9,11,1,2,4,3,1,1,7,NULL,NULL,NULL,NULL,4,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,9,11,12,8,1,2,5,NULL,NULL,NULL,NULL,12,3,4,4,2,NULL,NULL,1,7,4,4,6,25,14,24,52,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,4,2023,NULL,NULL,NULL,1,1,NULL,NULL,1,NULL,NULL,NULL,NULL,3,1,NULL,1,36,16,13,10,4,4,3,1,7,4,1,1,3,NULL,NULL,NULL,NULL,4,2,2,2,NULL,NULL,1,NULL,1,1,NULL,1,22,10,11,15,7,2,3,4,NULL,NULL,NULL,1,12,2,3,6,1,NULL,1,1,6,6,4,5,20,12,NULL,55,NULL,2,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,5,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,13,14,10,2,5,3,2,5,2,2,1,3,NULL,NULL,NULL,NULL,4,1,2,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,22,9,11,13,10,3,4,2,NULL,NULL,NULL,NULL,12,1,3,6,1,NULL,1,1,5,4,3,6,17,10,NULL,42,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,6,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,15,15,10,3,8,1,2,3,2,1,1,2,NULL,NULL,NULL,NULL,4,2,2,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,21,11,13,15,13,3,4,4,NULL,NULL,NULL,NULL,13,2,5,6,1,NULL,NULL,1,7,6,4,7,18,10,NULL,52,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,7,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,12,13,9,4,8,4,3,1,1,NULL,2,1,NULL,NULL,NULL,NULL,4,2,2,2,1,NULL,1,NULL,NULL,NULL,NULL,NULL,21,11,11,13,9,2,4,1,NULL,NULL,NULL,NULL,13,2,5,5,1,NULL,1,2,5,4,1,3,6,3,NULL,30,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,8,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,13,12,9,4,7,3,4,5,3,NULL,1,3,NULL,NULL,NULL,NULL,4,2,2,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,23,9,12,14,9,2,3,2,NULL,NULL,NULL,NULL,14,2,5,5,2,NULL,2,2,5,5,1,4,17,10,NULL,46,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,9,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,11,10,9,4,5,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,2,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,20,8,11,11,7,2,3,2,NULL,NULL,NULL,NULL,14,2,5,5,2,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,10,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,10,8,8,4,5,2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,7,7,10,7,2,3,2,NULL,NULL,NULL,NULL,13,2,3,5,1,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,11,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,12,13,10,5,8,7,5,6,3,NULL,1,2,NULL,NULL,NULL,NULL,4,2,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,12,12,15,12,2,1,4,NULL,NULL,NULL,NULL,16,2,5,6,3,NULL,2,3,7,5,3,5,12,7,NULL,43,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004934,R-01 PALMA LA,12,2023,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,12,11,10,4,8,6,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,11,8,14,12,2,1,4,NULL,NULL,NULL,NULL,13,2,3,5,2,NULL,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004946,R-01 EL PUENTE,1,2023,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,4,2,1,NULL,2,1,1,NULL,NULL,NULL,NULL,2,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004946,R-01 EL PUENTE,2,2023,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004946,R-01 EL PUENTE,3,2023,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3,1,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004946,R-01 EL PUENTE,8,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004946,R-01 EL PUENTE,9,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004946,R-01 EL PUENTE,10,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,4,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,1,2023,1,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,4,NULL,NULL,3,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,1,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1,1,2,1,NULL,1,1,NULL,NULL,NULL,12,1,NULL,NULL,3,1,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,10,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,2,2023,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,4,1,NULL,1,2,NULL,NULL,2,1,NULL,NULL,2,NULL,NULL,NULL,NULL,4,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1,1,3,NULL,NULL,1,NULL,NULL,NULL,NULL,11,2,1,NULL,4,2,NULL,NULL,NULL,2,NULL,NULL,1,NULL,NULL,14,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,3,2023,NULL,NULL,NULL,NULL,3,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,6,1,1,3,3,NULL,NULL,3,2,NULL,NULL,2,NULL,NULL,NULL,NULL,6,2,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,7,7,2,1,3,4,NULL,1,NULL,NULL,NULL,NULL,14,4,1,NULL,6,3,NULL,NULL,NULL,2,NULL,1,1,NULL,NULL,15,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,4,2023,NULL,NULL,NULL,NULL,3,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,6,1,1,4,1,NULL,NULL,3,3,NULL,NULL,2,NULL,NULL,NULL,NULL,6,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,7,1,1,4,NULL,NULL,1,NULL,NULL,NULL,NULL,15,4,1,NULL,8,3,NULL,NULL,NULL,3,NULL,1,1,NULL,NULL,15,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,5,2023,NULL,NULL,NULL,NULL,4,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,6,1,1,5,2,NULL,NULL,3,2,NULL,NULL,2,NULL,NULL,NULL,NULL,7,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,8,7,1,1,4,3,NULL,1,NULL,NULL,NULL,NULL,17,4,1,NULL,6,3,NULL,NULL,NULL,4,NULL,1,1,NULL,NULL,17,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,6,2023,NULL,NULL,NULL,NULL,5,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,6,1,1,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,7,7,1,1,4,4,NULL,1,NULL,NULL,NULL,NULL,16,4,1,NULL,7,3,NULL,NULL,1,3,NULL,NULL,1,NULL,NULL,16,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,7,2023,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,6,1,1,3,1,NULL,NULL,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,6,7,NULL,1,3,4,NULL,1,NULL,NULL,NULL,NULL,15,4,1,NULL,7,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,8,2023,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,6,1,NULL,6,6,NULL,NULL,3,2,NULL,NULL,3,NULL,NULL,NULL,NULL,7,2,NULL,NULL,3,2,NULL,NULL,NULL,NULL,NULL,NULL,8,7,NULL,2,8,3,NULL,2,NULL,NULL,NULL,NULL,17,4,1,1,8,3,NULL,NULL,NULL,4,NULL,NULL,1,NULL,NULL,15,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,9,2023,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,6,NULL,NULL,5,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,2,NULL,NULL,4,1,NULL,NULL,NULL,NULL,NULL,NULL,8,7,NULL,2,6,2,NULL,1,NULL,NULL,NULL,NULL,16,4,NULL,1,7,3,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,16,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,10,2023,NULL,NULL,NULL,NULL,4,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,6,NULL,NULL,5,3,NULL,NULL,4,1,NULL,NULL,1,NULL,NULL,NULL,NULL,7,2,NULL,NULL,4,1,NULL,NULL,NULL,NULL,NULL,NULL,8,7,1,2,6,2,1,1,NULL,NULL,NULL,NULL,17,4,NULL,1,9,3,NULL,1,NULL,2,NULL,NULL,1,NULL,NULL,12,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,11,2023,NULL,NULL,NULL,NULL,4,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,7,NULL,NULL,5,6,NULL,NULL,3,2,NULL,NULL,3,NULL,NULL,NULL,NULL,7,2,NULL,NULL,3,1,NULL,NULL,NULL,NULL,NULL,NULL,8,8,1,2,7,2,1,1,1,NULL,NULL,NULL,18,4,NULL,1,9,3,NULL,1,NULL,3,NULL,NULL,1,NULL,NULL,16,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004951,R-01 TABACAL EL,12,2023,NULL,NULL,NULL,NULL,4,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,6,NULL,NULL,5,5,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,1,NULL,NULL,4,1,NULL,NULL,NULL,NULL,NULL,NULL,8,7,1,2,7,1,1,1,NULL,NULL,NULL,NULL,18,3,NULL,1,7,2,NULL,1,NULL,1,NULL,NULL,1,NULL,NULL,13,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,1,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,7,1,1,1,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,7,2,2,1,4,1,1,NULL,NULL,NULL,NULL,12,2,2,NULL,5,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,2,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,8,2,1,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,8,3,1,1,3,1,1,NULL,NULL,NULL,NULL,10,4,3,NULL,5,1,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,9,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,3,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,6,2,1,1,NULL,NULL,NULL,3,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,9,4,3,2,6,1,1,NULL,NULL,NULL,NULL,12,5,4,1,6,2,2,1,1,1,NULL,1,NULL,NULL,NULL,18,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,4,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,6,3,1,NULL,3,NULL,NULL,5,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,10,3,2,2,6,NULL,NULL,NULL,NULL,NULL,NULL,12,5,3,1,5,2,1,1,NULL,1,NULL,NULL,NULL,NULL,NULL,19,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,5,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,7,4,3,1,3,NULL,NULL,2,1,1,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,10,3,3,2,6,NULL,NULL,NULL,NULL,NULL,NULL,13,5,3,1,6,2,1,1,NULL,1,NULL,1,NULL,NULL,NULL,15,NULL,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,6,2023,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,16,8,4,3,1,2,1,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,1,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,11,3,3,2,6,NULL,NULL,NULL,NULL,NULL,NULL,11,5,3,1,4,3,1,1,2,NULL,NULL,2,NULL,NULL,NULL,18,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,7,2023,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,8,5,3,NULL,3,1,NULL,2,1,NULL,NULL,1,NULL,NULL,NULL,NULL,2,1,2,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,9,9,4,3,4,4,1,NULL,1,NULL,NULL,NULL,11,3,4,1,3,2,2,1,2,NULL,NULL,1,NULL,NULL,NULL,17,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,8,2023,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,6,4,3,2,1,1,1,4,2,NULL,1,2,NULL,NULL,NULL,NULL,2,1,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,6,5,3,4,4,1,1,NULL,NULL,NULL,NULL,10,3,4,1,3,2,2,1,1,NULL,NULL,2,NULL,NULL,NULL,17,1,NULL,NULL,NULL
12,GUERRERO,39,JUAN R. ESCUDERO,GRSSA004963,R-01 TERRERO EL,9,2023,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,8,5,2,3,3,2,1,3,1,NULL,NULL,2,NULL,NULL,NULL,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,9,5,1,4,6,1,1,NULL,NULL,NULL,NULL,13,4,4,NULL,4,2,2,NULL,1,1,NULL,1,NULL,NULL,NULL,23,1,NULL,NULL,NULL
